7202,3180,9975
7204,3199,9930
7205,4224,2156
7206,3208,9910
7207,3210,9164
7208,3223,9884
7209,3230,9039
7210,3237,9847
7211,3245,9361
7212,3251,9808
7213,3258,9431
7214,4225,2169
7216,3280,9159
7217,3287,9705
7218,3304,9654
7219,3314,9627
7220,3317,9075
7221,3328,9278
7222,3328,9933
7223,3334,9541
7224,3338,9849
7225,3348,9480
7226,3356,9330
7227,3365,9240
7228,3371,9745
7229,3372,9045
7230,3379,9160
7231,3388,9694
7232,3397,9292
7233,3404,9638
7234,3406,9027
7236,3445,9241
7237,3440,9526
7239,3468,9904
7240,3484,9799
7241,3500,9748
7242,3521,9166
7243,3518,9693
7245,3552,9580
7246,3567,9951
7247,3578,9110
7248,3580,9905
7249,3582,9788
7250,3583,9384
7251,3589,9167
7252,3596,9853
7253,3611,9267
7254,3612,9802
7255,3620,9069
7257,3629,9746
7258,3633,9126
7259,3640,9167
7261,3645,9306
7262,3647,9691
7264,3665,9636
7265,3668,9297
7266,3675,9014
7267,3677,9333
7270,3712,9506
7271,3749,9676
7272,3773,9785
7273,3776,9213
7274,3779,9130
7275,3780,9817
7276,3813,9170
7277,3817,9773
7279,3832,9032
7280,3836,9168
7281,3834,9718
7282,3850,9592
7284,3872,9602
7285,3888,9168
7286,3914,9882
7287,3947,9774
7288,3818,1529
7289,3841,1792
7292,3965,9648
7293,3978,9180
7294,3988,9171
7295,4005,9927
7296,4021,9007
7297,4026,9126
7298,4048,9448
7299,4040,9813
7302,4090,9180
7304,4143,9951
7305,4148,9832
7307,4199,9840
7308,4236,9945
7309,4294,9137
7310,4303,9511
7311,4334,9130
7312,4363,9673
7313,4426,9865
7314,4447,9137
7315,4478,9619
7316,4482,9869
7317,4545,9847
7319,4990,9235
7321,3898,2465
7323,5173,9011
7324,4928,1853
7325,5192,9270
7326,5217,9274
7327,5240,9373
7329,5429,9296
7332,4923,1787
7334,5501,9302
7337,5582,9308
7338,5591,9618
7339,5617,9309
7340,5634,9428
7344,5723,9759
7345,5753,9834
7347,5800,9873
7348,5821,9317
7349,5839,9709
7351,5956,9897
7352,6088,9862
7355,6193,9965
7356,6231,9309
7358,6257,9280
7359,6373,9841
7361,6408,9732
7362,6445,9502
7363,6437,9747
7368,6499,9569
7369,6521,9518
7370,6547,9619
7371,6582,9345
7375,6867,9166
7376,6870,9998
7377,6908,9815
7378,4913,1688
7379,4905,1590
7380,6986,9830
7381,6990,9397
7382,7015,9270
7383,7116,9414
7384,7128,9041
7385,7142,9285
7386,7145,9310
7387,7153,9420
7388,7154,9467
7389,7172,9866
7390,4895,1486
7391,4887,1391
7392,7207,9873
7393,7283,9882
7394,7288,9829
7396,7302,9795
7397,7307,9703
7398,7359,9684
7399,7372,9452
7400,7413,9899
7401,7539,9476
7402,7573,9735
7403,7584,9920
7404,7637,9925
7405,7689,9496
7406,7704,9722
7407,7712,9832
7408,7715,9934
7409,7733,9493
7410,7824,9315
7411,7831,9075
7412,7835,9483
7414,7885,9308
7415,7925,9475
7416,7961,9650
7417,7976,9963
7418,7996,9319
7420,4878,1297
7422,8133,9587
7424,8151,9336
7428,8321,9129
7429,8277,9604
7430,8288,9353
7431,8270,9800
7433,8285,9606
7434,8304,9355
7436,8583,9386
7437,8543,9648
7439,8602,9378
7441,8657,9352
7445,5032,2627
7446,5038,2770
7447,5044,2904
7448,5048,3002
7451,4893,2914
7453,4473,2939
7455,4521,2824
7460,3998,2931
7461,4028,2988
7462,4109,2943
7463,4091,2923
7466,4662,3705
7468,4188,3434
7471,4768,3848
7474,4769,3967
7476,4671,4084
7477,4773,4082
7478,4875,4078
7480,4313,3785
7482,4215,3767
7483,4317,3982
7485,3327,3637
7486,3348,3686
7487,3380,3759
7488,3409,3741
7489,3454,3711
7490,3414,3606
7491,3408,3648
7492,3437,3679
7493,3456,3680
7496,3539,3522
7498,3876,3265
7500,3397,3408
7502,3563,4108
7503,3443,3959
7504,3449,4013
7506,3365,2798
7507,3469,2813
7508,3566,2827
7510,3935,3647
7511,3933,3798
7512,3934,3955
7513,3936,4059
7514,3938,4163
7515,3939,4278
7516,3941,4390
7517,3734,3638
7519,3927,2872
7520,3928,2937
7521,3929,3050
7522,3930,3248
7526,5035,4129
7527,5033,4014
7528,5030,3842
7531,5033,3605
7532,5032,3575
7534,4981,2628
7535,4990,2772
7536,4997,2906
7537,5004,3065
7538,5005,3146
7539,5012,3284
7541,5031,3894
7543,4982,4185
7544,4879,4190
7545,4776,4193
7547,4677,4307
7548,4779,4304
7549,4879,4301
7557,4705,5514
7558,4226,4884
7559,4338,4882
7561,3995,4557
7563,3992,4219
7565,3977,5142
7566,3947,5133
7567,3940,5230
7568,3886,5363
7569,3863,5419
7570,3945,5394
7572,3637,5054
7573,3639,5114
7574,3635,4997
7575,3713,4993
7576,3805,4987
7577,3712,4943
7580,3408,4694
7581,3491,4673
7583,3472,4332
7584,3469,4279
7585,3460,4167
7590,3816,5394
7591,3785,5377
7596,3948,5287
7597,3940,5055
7600,3945,4837
7601,3943,4728
7602,3942,4613
7606,4703,5451
7608,4078,5471
7614,5003,7526
7615,4965,7396
7616,4259,8818
7618,4108,8953
7619,4197,8815
7620,4146,8813
7621,4190,8735
7623,4047,8466
7624,4058,8472
7625,3816,8823
7626,3850,8770
7627,3910,8681
7628,3961,8604
7630,4547,7634
7632,4074,8455
7634,4163,8278
7635,3434,8114
7636,3406,8108
7638,3298,8010
7640,4587,7595
7641,4672,7423
7642,4674,7441
7644,4680,7432
7645,4893,7664
7648,16,583
7649,64,581
7650,110,580
7651,140,578
7652,106,524
7655,336,636
7656,334,608
7659,1318,63
7663,1568,217
7665,243,142
7666,265,142
7667,243,241
7668,265,241
7669,264,337
7670,254,431
7672,266,432
7673,242,725
7674,265,724
7675,243,820
7676,266,820
7677,265,0
7678,243,0
7679,241,608
7681,264,636
7683,175,52
7684,243,52
7685,253,52
7686,265,52
7687,719,40
7691,4821,6111
7693,4478,6097
7695,4772,6971
7699,3992,5891
7702,4117,6780
7704,3912,6709
7705,4026,6689
7706,3915,6672
7707,3919,6635
7711,3496,6286
7713,3611,6264
7717,3402,2409
7719,3872,1517
7722,3284,4028
7723,3223,3989
7725,3087,4062
7726,3042,3904
7727,2995,3909
7730,1979,3944
7731,1904,4051
7735,3068,4213
7736,2955,4222
7737,2919,4224
7738,2888,4227
7739,2882,4153
7740,2914,4150
7741,2948,4148
7742,3118,4134
7744,3279,4885
7746,2442,4628
7747,2449,4675
7749,2383,4680
7753,2443,5299
7754,2353,5328
7756,1941,5970
7757,2005,5991
7758,2068,6060
7759,2102,6096
7761,1596,6165
7762,1482,6018
7764,2332,8326
7766,2252,8290
7767,2186,8271
7768,2210,8216
7769,2233,8170
7771,2410,8523
7773,2068,8701
7774,2079,8629
7776,1938,8448
7779,1597,8242
7780,1562,8263
7783,9523,9969
7786,7633,5184
7789,7556,5179
7791,7467,5166
7795,6828,5457
7805,5973,279
7807,5972,333
7808,5972,387
7814,197,9415
7817,670,9410
7819,751,9589
7822,848,9592
7823,855,9645
7825,488,9681
7827,598,9838
7829,838,9836
7831,334,9976
7832,236,9975
7836,41,10000
7838,0,9905
7839,3,9896
7841,955,9822
7843,1020,9697
7844,1143,9866
7848,1171,9628
7850,1080,9668
7851,1067,9625
7853,1123,9768
7854,1180,9831
7856,1500,9468
7858,1028,9708
7859,1080,9681
7865,318,6698
7869,861,7270
7871,867,7244
7873,208,6990
7874,133,6976
7875,653,6990
7877,307,6993
7878,88,6970
7879,11,6957
7886,0,6598
7887,52,6607
7903,12,3321
7904,3,3269
7906,0,3380
7911,301,4154
7913,372,4062
7914,430,4062
7915,675,4080
7917,603,4070
7920,426,3563
7921,426,3514
7924,508,2795
7926,832,3221
7927,989,3829
7929,978,3914
7931,1203,4096
7932,1173,4095
7934,1346,4015
7935,1283,4019
7936,1406,4009
7937,1414,4035
7939,1467,3920
7943,1500,2929
7945,1526,3264
7946,1463,3278
7947,1475,3518
7948,1474,3464
7949,1470,3405
7952,1109,2942
7956,724,3345
7958,778,3339
7959,836,3334
7961,290,2592
7962,312,2591
7963,288,2495
7964,312,2495
7965,286,2403
7966,310,2402
7967,286,2311
7968,308,2311
7969,282,2228
7970,306,2228
7971,280,2137
7972,304,2136
7973,278,2038
7974,301,2040
7976,33,1005
7978,0,1374
7979,16,1375
7981,48,1585
7983,47,1751
7985,44,1949
7987,66,1779
7990,298,1940
7991,273,1941
7993,296,1842
7994,293,1739
7995,264,1642
7996,288,1641
7997,262,1542
